"序号","文件名","订单号","图片分组","图片ID","原始路径","来源URL"
"86","0086_451160157706322680217626_img_002.jpg","451160157706322680217626","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_current_page2_20260708_230334\images\451160157706322680217626\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/e5a58712-42d5-4955-a975-a99765b988b7.jpg"
"87","0087_451160157937511831961688_img_001.jpg","451160157937511831961688","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_current_page2_20260708_230334\images\451160157937511831961688\img_001.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/8b169c22-9f55-45c6-9f4c-86787f61a8dc.jpg"
"88","0088_451160157937511831961688_img_002.jpg","451160157937511831961688","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_current_page2_20260708_230334\images\451160157937511831961688\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/8ae17b64-7d5e-4679-98fc-a54646f0e978.jpg"
"89","0089_451160158073275603353625_img_001.jpg","451160158073275603353625","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_current_page2_20260708_230334\images\451160158073275603353625\img_001.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/b3ed384a-7278-4e95-8b1b-996aa2fe9455.jpg"
"90","0090_451160158073275603353625_img_002.jpg","451160158073275603353625","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_current_page2_20260708_230334\images\451160158073275603353625\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/e4943e0b-2585-419c-9860-c8e88583b2d9.jpg"
"92","0092_451160158492204361318438_img_002.jpg","451160158492204361318438","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_current_page2_20260708_230334\images\451160158492204361318438\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/0cb84ffc-d1a9-42c1-9c1b-bada1e76bfed.jpg"
"93","0093_461160135107867354726419_img_001.jpg","461160135107867354726419","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\461160135107867354726419\img_001.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/dfa3dae8-c43b-4548-bb17-bc148c50e796.jpg"
"94","0094_461160135107867354726419_img_002.jpg","461160135107867354726419","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\461160135107867354726419\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/78672e7b-2e4f-49d8-9b82-38effe216731.jpg"
"95","0095_461160138575402473881660_img_001.jpg","461160138575402473881660","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\461160138575402473881660\img_001.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/448da25f-e511-4337-b5a2-b9925e841889.jpg"
"96","0096_461160138575402473881660_img_002.jpg","461160138575402473881660","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\461160138575402473881660\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/5ec29e29-64b1-4f08-bf27-0c174a6080c5.jpg"
"97","0097_461160139170401409433693_img_001.jpg","461160139170401409433693","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\461160139170401409433693\img_001.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/33379452-519f-4556-80fa-292f66da311c.jpg"
"98","0098_461160139170401409433693_img_002.jpg","461160139170401409433693","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\461160139170401409433693\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/ba246b73-c1f1-4987-a33d-2115ebcd4247.jpg"
"99","0099_461160142867733243494461_img_001.jpg","461160142867733243494461","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\461160142867733243494461\img_001.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/8a27e29d-9435-4b56-866c-e221720182f7.jpg"
"100","0100_461160142867733243494461_img_002.jpg","461160142867733243494461","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\461160142867733243494461\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/b3763d7f-0227-4b79-9a9a-1384c360902f.jpg"
"101","0101_461160143980889764659205_img_001.jpg","461160143980889764659205","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\461160143980889764659205\img_001.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/c640a947-42a5-4013-b129-43a2d5508aca.jpg"
"102","0102_461160143980889764659205_img_002.jpg","461160143980889764659205","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\461160143980889764659205\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/ff9702c6-8ada-44f3-bada-12aff994507e.jpg"
"103","0103_461160144109399890329699_img_001.jpg","461160144109399890329699","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\461160144109399890329699\img_001.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/773587dd-841a-4c70-87a4-cde9a2d37fb5.jpg"
"104","0104_461160144109399890329699_img_002.jpg","461160144109399890329699","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\461160144109399890329699\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/462820bf-25ad-470d-bf86-b5d804032d5e.jpg"
"105","0105_461160144143688318976055_img_001.jpg","461160144143688318976055","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\461160144143688318976055\img_001.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/6bdd03c7-4ac5-45b6-9352-28804d21b956.jpg"
"106","0106_461160144143688318976055_img_002.jpg","461160144143688318976055","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\461160144143688318976055\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/6df1cc66-b777-42b6-b259-b12648842525.jpg"
"107","0107_461160144327059924582455_img_001.jpg","461160144327059924582455","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\461160144327059924582455\img_001.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/676a5c49-3efd-4032-ace5-d0c9d41da779.jpg"
"108","0108_461160144327059924582455_img_002.jpg","461160144327059924582455","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\461160144327059924582455\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/9b5be4e1-9ae8-4c2b-bb97-4948464a7097.jpg"
"109","0109_461160144419388316057680_img_001.jpg","461160144419388316057680","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\461160144419388316057680\img_001.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/6e7c79b9-c0d9-414d-9724-7d9b411251c0.jpg"
"110","0110_461160144419388316057680_img_002.jpg","461160144419388316057680","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\461160144419388316057680\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/439d7fc2-06f0-4593-9ba9-6947dbbbfc56.jpg"
"111","0111_461160144450811196211232_img_001.jpg","461160144450811196211232","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\461160144450811196211232\img_001.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/78ef3933-1f6e-4948-bf16-96e2078f32ea.jpg"
"112","0112_461160144450811196211232_img_002.jpg","461160144450811196211232","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\461160144450811196211232\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/d33bc7a7-7c77-444b-898d-dc164c899b92.jpg"
"113","0113_461160145742813701734447_img_001.jpg","461160145742813701734447","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\461160145742813701734447\img_001.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/32e387ed-e620-4621-984a-ec73fc667a53.jpg"
"114","0114_461160145742813701734447_img_002.jpg","461160145742813701734447","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\461160145742813701734447\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/aeaf5fa2-3354-467a-a58e-d693ec769934.jpg"
"115","0115_461160145869033721036800_img_001.jpg","461160145869033721036800","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\461160145869033721036800\img_001.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/afb2aa0b-c679-4fb3-89d1-bf66a4d611f1.jpg"
"116","0116_461160145869033721036800_img_002.jpg","461160145869033721036800","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\461160145869033721036800\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/40e4b201-6587-492f-a991-5cbeb6b1b0c7.jpg"
"117","0117_461160145950895639756838_img_001.jpg","461160145950895639756838","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\461160145950895639756838\img_001.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/25e7922f-158d-4ec6-b031-3a5ffe72fc23.jpg"
"118","0118_461160145950895639756838_img_002.jpg","461160145950895639756838","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\461160145950895639756838\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/a4d17822-48fa-4d61-8a1d-8114c73ca41c.jpg"
"119","0119_461160146180237649510421_img_001.jpg","461160146180237649510421","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\461160146180237649510421\img_001.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/00eeb037-0b44-422e-a889-822f62b69f9c.jpg"
"120","0120_461160146180237649510421_img_002.jpg","461160146180237649510421","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\461160146180237649510421\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/736f1783-b40a-4d3c-96e1-36a6bd2d8e33.jpg"
"121","0121_461160146336102190284858_img_001.jpg","461160146336102190284858","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\461160146336102190284858\img_001.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/4b56fd7d-9899-4e81-aceb-bdc44201b58b.jpg"
"122","0122_461160146336102190284858_img_002.jpg","461160146336102190284858","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\461160146336102190284858\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/5f1e1b67-0bcd-45ba-b866-63a4d2149174.jpg"
"123","0123_461160146594160934912090_img_001.jpg","461160146594160934912090","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\461160146594160934912090\img_001.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/798d5c02-a768-4c6f-9c31-090c4f1d76f7.jpg"
"124","0124_461160146594160934912090_img_002.jpg","461160146594160934912090","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\461160146594160934912090\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/9eeb20e2-03bf-47b7-a4d2-412375de99e3.jpg"
"125","0125_461160146863562761830474_img_001.jpg","461160146863562761830474","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\461160146863562761830474\img_001.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/3d00923e-475c-4edd-a9d0-ed415d9d929a.jpg"
"126","0126_461160146863562761830474_img_002.jpg","461160146863562761830474","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\461160146863562761830474\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/3af4c476-f6ac-4162-b82f-08950f67ce10.jpg"
"127","0127_461160147064307200819296_img_001.jpg","461160147064307200819296","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\461160147064307200819296\img_001.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/b99cc112-106e-480d-b3d3-bfd2a51a626c.jpg"
"128","0128_461160147064307200819296_img_002.jpg","461160147064307200819296","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\461160147064307200819296\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/534c551a-9ad6-414e-907a-e0bd92525cc1.jpg"
"129","0129_461160147459799842816042_img_001.jpg","461160147459799842816042","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\461160147459799842816042\img_001.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/0b068c4f-417f-4ea7-bff2-3b131e8cc110.jpg"
"130","0130_461160147459799842816042_img_002.jpg","461160147459799842816042","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\461160147459799842816042\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/23/d3ebfe4f-a877-49f3-9ecd-9d12b7d363a0.jpg"
"131","0131_461160147461725893427224_img_001.jpg","461160147461725893427224","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\461160147461725893427224\img_001.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/1b1a631b-29ee-45e0-86e8-cdc3bf8f8962.jpg"
"132","0132_461160147461725893427224_img_002.jpg","461160147461725893427224","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\461160147461725893427224\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/893d9bc9-5bab-468d-b55a-fc3ee631bfc6.jpg"
"133","0133_461160147483132749414484_img_001.jpg","461160147483132749414484","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\461160147483132749414484\img_001.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/1c9d6a2b-6de1-4901-aeff-e138248aed42.jpg"
"134","0134_461160147483132749414484_img_002.jpg","461160147483132749414484","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\461160147483132749414484\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/928c3f6d-b894-4cc4-8eb3-31e9dbd5bd88.jpg"
"135","0135_461160147533201866752006_img_001.jpg","461160147533201866752006","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\461160147533201866752006\img_001.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/9c4e237e-3403-4961-a31d-8350a00be5b2.jpg"
"136","0136_461160147533201866752006_img_002.jpg","461160147533201866752006","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\461160147533201866752006\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/3d347002-0a2f-4b79-84f1-eb4c4b6e0141.jpg"
"137","0137_461160148033725759488064_img_001.jpg","461160148033725759488064","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\461160148033725759488064\img_001.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/5a0a028b-7a1e-4b29-8bdb-ae39437c9f97.jpg"
"138","0138_461160148033725759488064_img_002.jpg","461160148033725759488064","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\461160148033725759488064\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/7be533bc-2dbf-4f38-b937-d89c2c974fe6.jpg"
"139","0139_461160148197830406963237_img_001.jpg","461160148197830406963237","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\461160148197830406963237\img_001.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/560a31e7-eb58-4cc5-a1e4-52a237a5b7d6.jpg"
"140","0140_461160148197830406963237_img_002.jpg","461160148197830406963237","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\461160148197830406963237\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/dc5a55a4-aec9-441b-aaee-064eb82ea2f5.jpg"
